Timestamp,Document Type,Document Number,Vendor Name,Status,Message,Row Number
2025-11-22 11:43:27,Bill,GI-0003312/6,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,500
2025-11-22 11:43:28,Bill,GI-0003312/7,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,501
2025-11-22 11:43:30,Bill,GI-0003312/8,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,502
2025-11-22 11:43:31,Bill,GI-0003313/1,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,503
2025-11-22 11:43:32,Bill,GI-0003313/2,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,504
2025-11-22 11:43:34,Bill,GI-0003313/3,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,505
2025-11-22 11:43:35,Bill,GI-0003313/4,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,506
2025-11-22 11:43:36,Bill,GI-0003313/5,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,507
2025-11-22 11:43:37,Bill,GI-0003313/6,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,508
2025-11-22 11:43:39,Bill,GI-0003313/7,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,509
2025-11-22 11:43:40,Bill,GI-0003313/8,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,510
2025-11-22 11:43:42,Bill,GI-0003314/1,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,511
2025-11-22 11:43:43,Bill,GI-0003314/2,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,512
2025-11-22 11:43:45,Bill,GI-0003314/3,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,513
2025-11-22 11:43:46,Bill,GI-0003314/4,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,514
2025-11-22 11:43:47,Bill,GI-0003314/5,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,515
2025-11-22 11:43:48,Bill,GI-0003314/6,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,516
2025-11-22 11:43:50,Bill,GI-0003314/7,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,517
2025-11-22 11:43:51,Bill,GI-0003314/8,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,518
2025-11-22 11:43:52,Bill,GI-0003315/1,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,519
2025-11-22 11:43:53,Bill,GI-0003315/2,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,520
2025-11-22 11:43:55,Bill,GI-0003315/3,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,521
2025-11-22 11:43:56,Bill,GI-0003315/4,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,522
2025-11-22 11:43:57,Bill,GI-0003315/5,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,523
2025-11-22 11:43:58,Bill,GI-0003315/6,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,524
2025-11-22 11:44:00,Bill,GI-0003315/7,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,525
2025-11-22 11:44:01,Bill,GI-0003315/8,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,526
2025-11-22 11:44:02,Bill,GI-0003316/1,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,527
2025-11-22 11:44:03,Bill,GI-0003316/2,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,528
2025-11-22 11:44:05,Bill,GI-0003316/3,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,529
2025-11-22 11:44:06,Bill,GI-0003316/4,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,530
2025-11-22 11:44:07,Bill,GI-0003316/5,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,531
2025-11-22 11:44:08,Bill,GI-0003316/6,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,532
2025-11-22 11:44:09,Bill,GI-0003316/7,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,533
2025-11-22 11:44:11,Bill,GI-0003316/8,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,534
